Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,collected_by,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,host_disease,Host,Instrument,Isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,Strain
SRR12637290,AMPLICON,286,11365933,PRJNA639066,SAMN16129205,Pathogen.cl,6575843,TX-SARS-COV-2,Texas Department of State Health Services,4/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119551,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0248,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0248,SRP267052,SARS-CoV-2/USA/TX-DSHS-0248/2020
SRR12637291,AMPLICON,283,12393229,PRJNA639066,SAMN16129236,Pathogen.cl,7162829,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119550,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0288,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0288,SRP267052,SARS-CoV-2/USA/TX-DSHS-0288/2020
SRR12637292,AMPLICON,282,11527484,PRJNA639066,SAMN16129235,Pathogen.cl,6568939,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119549,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0287,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0287,SRP267052,SARS-CoV-2/USA/TX-DSHS-0287/2020
SRR12637293,AMPLICON,284,12165618,PRJNA639066,SAMN16129234,Pathogen.cl,6826263,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119548,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0286,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0286,SRP267052,SARS-CoV-2/USA/TX-DSHS-0286/2020
SRR12637294,AMPLICON,282,12674485,PRJNA639066,SAMN16129233,Pathogen.cl,7141430,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119547,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0285,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0285,SRP267052,SARS-CoV-2/USA/TX-DSHS-0285/2020
SRR12637295,AMPLICON,281,12458493,PRJNA639066,SAMN16129232,Pathogen.cl,7426060,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119546,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0284,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0284,SRP267052,SARS-CoV-2/USA/TX-DSHS-0284/2020
SRR12637296,AMPLICON,281,12593369,PRJNA639066,SAMN16129231,Pathogen.cl,7104729,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119545,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0283,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0283,SRP267052,SARS-CoV-2/USA/TX-DSHS-0283/2020
SRR12637297,AMPLICON,284,9972800,PRJNA639066,SAMN16129204,Pathogen.cl,5805996,TX-SARS-COV-2,Texas Department of State Health Services,4/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119544,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0247,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0247,SRP267052,SARS-CoV-2/USA/TX-DSHS-0247/2020
SRR12637298,AMPLICON,279,10843942,PRJNA639066,SAMN16129230,Pathogen.cl,6239743,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119543,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0282,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0282,SRP267052,SARS-CoV-2/USA/TX-DSHS-0282/2020
SRR12637299,AMPLICON,279,11144562,PRJNA639066,SAMN16129229,Pathogen.cl,6559618,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119542,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0281,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0281,SRP267052,SARS-CoV-2/USA/TX-DSHS-0281/2020
SRR12637300,AMPLICON,285,11133107,PRJNA639066,SAMN16129228,Pathogen.cl,6506932,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119541,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0280,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0280,SRP267052,SARS-CoV-2/USA/TX-DSHS-0280/2020
SRR12637301,AMPLICON,283,13514779,PRJNA639066,SAMN16129227,Pathogen.cl,7530056,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119540,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0279,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0279,SRP267052,SARS-CoV-2/USA/TX-DSHS-0279/2020
SRR12637302,AMPLICON,283,8819655,PRJNA639066,SAMN16129226,Pathogen.cl,5180975,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119539,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0278,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0278,SRP267052,SARS-CoV-2/USA/TX-DSHS-0278/2020
SRR12637303,AMPLICON,283,8427989,PRJNA639066,SAMN16129225,Pathogen.cl,4798203,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119538,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0277,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0277,SRP267052,SARS-CoV-2/USA/TX-DSHS-0277/2020
SRR12637304,AMPLICON,285,10687450,PRJNA639066,SAMN16129224,Pathogen.cl,6190256,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119537,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0276,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0276,SRP267052,SARS-CoV-2/USA/TX-DSHS-0276/2020
SRR12637305,AMPLICON,286,10976899,PRJNA639066,SAMN16129223,Pathogen.cl,6384392,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119536,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0275,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0275,SRP267052,SARS-CoV-2/USA/TX-DSHS-0275/2020
SRR12637306,AMPLICON,284,10303390,PRJNA639066,SAMN16129222,Pathogen.cl,6009660,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119535,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0274,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0274,SRP267052,SARS-CoV-2/USA/TX-DSHS-0274/2020
SRR12637307,AMPLICON,284,13370531,PRJNA639066,SAMN16129221,Pathogen.cl,7538123,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119534,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0273,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0273,SRP267052,SARS-CoV-2/USA/TX-DSHS-0273/2020
SRR12637308,AMPLICON,292,10154875,PRJNA639066,SAMN16129203,Pathogen.cl,6074730,TX-SARS-COV-2,Texas Department of State Health Services,4/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119533,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0246,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0246,SRP267052,SARS-CoV-2/USA/TX-DSHS-0246/2020
SRR12637309,AMPLICON,287,11396348,PRJNA639066,SAMN16129220,Pathogen.cl,6411938,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119532,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0272,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0272,SRP267052,SARS-CoV-2/USA/TX-DSHS-0272/2020
SRR12637310,AMPLICON,288,11220614,PRJNA639066,SAMN16129219,Pathogen.cl,6544864,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119531,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0271,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0271,SRP267052,SARS-CoV-2/USA/TX-DSHS-0271/2020
SRR12637311,AMPLICON,286,11176332,PRJNA639066,SAMN16129218,Pathogen.cl,6349512,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119530,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0270,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0270,SRP267052,SARS-CoV-2/USA/TX-DSHS-0270/2020
SRR12637312,AMPLICON,286,11381616,PRJNA639066,SAMN16129217,Pathogen.cl,6445106,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119529,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0269,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0269,SRP267052,SARS-CoV-2/USA/TX-DSHS-0269/2020
SRR12637313,AMPLICON,286,12072552,PRJNA639066,SAMN16129216,Pathogen.cl,6961366,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119528,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0268,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0268,SRP267052,SARS-CoV-2/USA/TX-DSHS-0268/2020
SRR12637314,AMPLICON,288,10608503,PRJNA639066,SAMN16129215,Pathogen.cl,6186098,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119527,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0267,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0267,SRP267052,SARS-CoV-2/USA/TX-DSHS-0267/2020
SRR12637315,AMPLICON,288,11545995,PRJNA639066,SAMN16129214,Pathogen.cl,6600503,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119526,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0266,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0266,SRP267052,SARS-CoV-2/USA/TX-DSHS-0266/2020
SRR12637316,AMPLICON,293,11094649,PRJNA639066,SAMN16129213,Pathogen.cl,6411168,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119525,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0265,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0265,SRP267052,SARS-CoV-2/USA/TX-DSHS-0265/2020
SRR12637317,AMPLICON,287,11838171,PRJNA639066,SAMN16129212,Pathogen.cl,6662830,TX-SARS-COV-2,Texas Department of State Health Services,6/6/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119524,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0263,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0263,SRP267052,SARS-CoV-2/USA/TX-DSHS-0263/2020
SRR12637318,AMPLICON,302,9286183,PRJNA639066,SAMN16129211,Pathogen.cl,5423663,TX-SARS-COV-2,Texas Department of State Health Services,4/26/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119523,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0257,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0257,SRP267052,SARS-CoV-2/USA/TX-DSHS-0257/2020
SRR12637319,AMPLICON,292,10525462,PRJNA639066,SAMN16129202,Pathogen.cl,6168674,TX-SARS-COV-2,Texas Department of State Health Services,4/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119522,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0245,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0245,SRP267052,SARS-CoV-2/USA/TX-DSHS-0245/2020
SRR12637320,AMPLICON,286,10201905,PRJNA639066,SAMN16129201,Pathogen.cl,5725142,TX-SARS-COV-2,Texas Department of State Health Services,4/25/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9119521,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0244,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/13/2020 17:00,TX-DSHS-0244,SRP267052,SARS-CoV-2/USA/TX-DSHS-0244/2020
SRR12646535,AMPLICON,281,9367119,PRJNA639066,SAMN16173732,Pathogen.cl,5341079,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127911,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0346,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0346,SRP267052,SARS-CoV-2/USA/TX-DSHS-0346/2020
SRR12646536,AMPLICON,282,10101402,PRJNA639066,SAMN16173731,Pathogen.cl,5715414,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127910,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0345,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0345,SRP267052,SARS-CoV-2/USA/TX-DSHS-0345/2020
SRR12646537,AMPLICON,279,10029666,PRJNA639066,SAMN16173730,Pathogen.cl,5662590,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127909,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0344,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0344,SRP267052,SARS-CoV-2/USA/TX-DSHS-0344/2020
SRR12646538,AMPLICON,283,9451793,PRJNA639066,SAMN16173729,Pathogen.cl,5229739,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127908,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0343,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0343,SRP267052,SARS-CoV-2/USA/TX-DSHS-0343/2020
SRR12646539,AMPLICON,285,10113170,PRJNA639066,SAMN16173728,Pathogen.cl,5491556,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127907,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0342,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0342,SRP267052,SARS-CoV-2/USA/TX-DSHS-0342/2020
SRR12646540,AMPLICON,279,9909808,PRJNA639066,SAMN16173768,Pathogen.cl,5737966,TX-SARS-COV-2,Texas Department of State Health Services,6/23/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127906,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0384,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0384,SRP267052,SARS-CoV-2/USA/TX-DSHS-0384/2020
SRR12646541,AMPLICON,280,10806632,PRJNA639066,SAMN16173767,Pathogen.cl,6303867,TX-SARS-COV-2,Texas Department of State Health Services,6/23/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127905,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0383,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0383,SRP267052,SARS-CoV-2/USA/TX-DSHS-0383/2020
SRR12646542,AMPLICON,280,9161911,PRJNA639066,SAMN16173766,Pathogen.cl,5201100,TX-SARS-COV-2,Texas Department of State Health Services,6/23/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127904,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0382,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0382,SRP267052,SARS-CoV-2/USA/TX-DSHS-0382/2020
SRR12646543,AMPLICON,280,8843101,PRJNA639066,SAMN16173765,Pathogen.cl,4832231,TX-SARS-COV-2,Texas Department of State Health Services,6/23/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127903,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0381,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0381,SRP267052,SARS-CoV-2/USA/TX-DSHS-0381/2020
SRR12646544,AMPLICON,278,9409046,PRJNA639066,SAMN16173764,Pathogen.cl,5536566,TX-SARS-COV-2,Texas Department of State Health Services,6/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127902,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0380,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0380,SRP267052,SARS-CoV-2/USA/TX-DSHS-0380/2020
SRR12646545,AMPLICON,279,9640947,PRJNA639066,SAMN16173763,Pathogen.cl,5239569,TX-SARS-COV-2,Texas Department of State Health Services,6/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127901,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0379,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0379,SRP267052,SARS-CoV-2/USA/TX-DSHS-0379/2020
SRR12646546,AMPLICON,281,9844784,PRJNA639066,SAMN16173727,Pathogen.cl,5357394,TX-SARS-COV-2,Texas Department of State Health Services,6/13/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127900,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0341,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0341,SRP267052,SARS-CoV-2/USA/TX-DSHS-0341/2020
SRR12646547,AMPLICON,280,9480363,PRJNA639066,SAMN16173762,Pathogen.cl,5137919,TX-SARS-COV-2,Texas Department of State Health Services,6/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127899,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0378,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0378,SRP267052,SARS-CoV-2/USA/TX-DSHS-0378/2020
SRR12646548,AMPLICON,280,9505640,PRJNA639066,SAMN16173761,Pathogen.cl,5155581,TX-SARS-COV-2,Texas Department of State Health Services,6/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127898,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0377,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0377,SRP267052,SARS-CoV-2/USA/TX-DSHS-0377/2020
SRR12646549,AMPLICON,281,8250484,PRJNA639066,SAMN16173760,Pathogen.cl,4869803,TX-SARS-COV-2,Texas Department of State Health Services,6/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127897,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0376,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0376,SRP267052,SARS-CoV-2/USA/TX-DSHS-0376/2020
SRR12646550,AMPLICON,282,9493596,PRJNA639066,SAMN16173759,Pathogen.cl,5364526,TX-SARS-COV-2,Texas Department of State Health Services,6/14/2020,public,sra,"gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",SRX9127896,USA,North America,USA:TX,COVID-19,Homo sapiens,Illumina MiSeq,nasopharyngeal swab,missing,TX-DSHS-0375,PAIRED,PCR,VIRAL RNA,Severe acute respiratory syndrome coronavirus 2,ILLUMINA,9/14/2020 17:00,TX-DSHS-0375,SRP267052,SARS-CoV-2/USA/TX-DSHS-0375/2020
